pid,starttime,endtime,duration,recordeddate,commitment,firstclick,lastclick,pagesubmit,clickcount,browser,browser_version,os,resolution,phoneos,phoneos_othertext,devicelock,unlock_parents,unlock_spouse,unlock_siblings,unlock_friends,unlock_children,unlock_otherfamily,unlock_colleagues,unlock_strangers,unlock_noone,unlock_others,unlock_otherstext,numbernotifications,checkfrequency,checkfrequencytext,screenwakeup,dnd,silent,turnoff,airplane,notificationapps,modeusereasons,view_home,view_meetings,view_classes,view_seminars,view_cafes,view_gatherings,view_stores,view_transport,view_others,view_otherstext,share_spouse,share_siblings,share_parents,share_children,share_friends,share_colleagues,share_strangers,share_reason,share_notallow,share_nothing,share_closeapps,share_clear,share_guestmode,share_applock,share_accessibility,share_watchuse,share_checkapps,share_other,share_othertext,clear_spouse,clear_siblings,clear_parents,clear_children,clear_friends,clear_colleagues,clear_strangers,lastnotificationapp,lnandroid_lockscreen,lnandroid_drawer,lnandroid_floating,lnandroid_appbadge,lnandroid_dontknow,lnandroid_other,lnandroid_othertext,lnios_lockscreen,lnios_notificationcenter,lnios_permbanner,lnios_tempbanner,lnios_appbadge,lnios_dontknow,lnios_other,lnios_othertext,ln_addresstime,ln_addresstimetext,lnaction_readpreview,lnaction_readcontent,lnaction_clearlockscreen,lnaction_clearcenter,lnaction_address,lnaction_nothing,lnaction_preventfurther,lnaction_other,lnaction_preventfurthertext,lnaction_othertext,ln_selfconcern,ln_selfconcerntext,ln_othersinfo,ln_othersinfotext,ln_othersconcern,negativeexperiences,negativeexperiencestext,nereason_shared,nereason_unlocked,nereason_notsilenced,nereason_screencast,nereason_sensitive,nereason_other,nereason_sensitivetext,nereason_othertext,appconcernfamily_im,appconcernfamily_social,appconcernfamily_calendar,appconcernfamily_email,appconcernfamily_banking,appconcernfamily_health,appconcernfamily_dating,appconcernfamily_reason,appconcerncolleague_im,appconcerncolleague_social,appconcerncolleague_calendar,appconcerncolleague_email,appconcerncolleague_banking,appconcerncolleague_health,appconcerncolleague_dating,appconcerncolleague_reason,applock_im,applock_social,applock_calendar,applock_email,applock_banking,applock_health,applock_dating,applock_work,applock_travel,applock_none,android_lockscreen,ios_preview,preview_im,preview_social,preview_calendar,preview_email,preview_banking,preview_work,preview_travel,preview_health,preview_dating,muipc_location,muipc_collectinfo,muipc_monitor,muipc_othersknow,muipc_privateinfo,muipc_privacyinvasion,gdd_1,gdd_2,gdd_3,gdd_4,gdd_5,birthyear,gender,gendertext,ethnicity_nativeamerican,ethnicity_asian,ethnicity_black,ethnicity_pi,ethnicity_white,ethnicity_hispanic,ethnicity_other,ethnicity_nosay,ethnicity_othertext,education,educationtext,employment_full,employment_part,employment_looking,employment_notlooking,employment_homemaker,employment_student,employment_retired,employment_disabled,employment_other,employment_nosay,employment_othertext,profession,fieldofstudy,income,yearsinusa,householdsize,marital,maritaltext,comments,attentioncheck1,attentioncheck1text,attentioncheck2
13,11/11/20 07:24,11/11/20 07:31,370,11/11/20 07:31,I will provide my best answers.,0.95,0.95,4.134,1,Chrome,79.0.3945.136,Android 10,412x883,Android,NA,Yes,NA,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 15 minutes,NA,About half the time,0,12,0,0,6,NA,Few times a day,Few times a month,Never,Never,Never,Few times a month,Few times a month,Never,Never,NA,Few times a day,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Never,NA,NA,NA,Close running applications,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,Check all the applications used by the person,NA,NA,Sometimes,Always,Always,Always,Sometimes,Always,N/A,Instagram,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,1-2,It was a private message on Instagram and I did not want my partner to see it,I had given my phone to another person when the notification arrived.,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Completely unconcerned,Somwhat unconcerned,Somwhat concerned,Completely unconcerned,Extremely concerned,NA,Extremely concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Extremely concerned,NA,Instant messaging,Social media,NA,E-mail,Banking and payments,NA,Dating,Apps for work,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Rather disagree,1993,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Business operations,NA,"$70,000 to $79,999",More than 10 or All my life,3,Never Married,NA,NA,Translate,NA,Somewhat agree
14,11/11/20 07:39,11/11/20 07:48,517,11/11/20 07:48,I will provide my best answers.,1.501,1.501,4.855,1,Chrome,86.0.4240.110,Android 10,412x915,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,About half the time,0,1,0,0,1,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Less than once a week,Less than once a week,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skype,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,No,NA,NA,3-5,bad politics from news media.,NA,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,NA,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,"Neither disagree, neither agree","Neither disagree, neither agree",Agree,Disagree,"Neither disagree, neither agree",1978,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Some college,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sales,NA,"$30,000 to $39,999",More than 10 or All my life,4,Married,NA,NA,Translate,NA,Somewhat agree
15,11/11/20 16:01,11/11/20 16:13,686,11/11/20 16:13,I will provide my best answers.,13.265,13.265,15.038,1,Edge,84.0.522.52,Windows NT 10.0,1440x900,iOS (iPhone),NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Always,0,24,0,0,24,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Less than once a week,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gmail,NA,NA,NA,NA,NA,NA,NA,Lock Screen,Notification Center,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,"I'm a private person, so I wouldn't want them seeing much.",Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,NA,NA,NA,NA,NA,Banking and payments,NA,NA,NA,Travel and navigation,NA,NA,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,1988,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager,NA,"More than $100,000",More than 10 or All my life,2,Married,NA,NA,Translate,NA,Somewhat agree
16,11/11/20 18:38,11/11/20 18:49,646,11/11/20 18:49,I will provide my best answers.,2.704,2.704,5.152,1,Chrome,86.0.4240.193,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 24 hours,NA,Never,0,14,10,0,0,"I turn it off overnight, and not on until I pick it up to leave the house for work.  At work, and for the rest of the day I have it silent, I'll look at it when I feel the need.",Few times a day,Never,Never,Never,Never,Few times a month,Never,Never,Never,n/a,Less than once a week,Never,Never,Never,Never,Never,Never,"My spouse may need it if her phone is not to hand, aside from that I would not want anyone else to use it, unless in an emergency.",NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Famisafe,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat unconcerned,I really have nothing that is personal or confidential coming to me via my phone.,Yes,NA,Somewhat unconcerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,"I do not use my phone for sensitive reasons, it is just a communication device to keep me in touch with others and allow them to reach me.  Anything that is of a nature that I would not be happy others seeing I take care of at home.",Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,I have nothing to be worried about that would get delivered to my phone.,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Rather disagree,Rather disagree,Rather disagree,Rather disagree,1971,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Student Aide,NA,"More than $100,000",More than 10 or All my life,4,Married,NA,N/A,Translate,NA,Somewhat agree
17,12/11/20 04:19,12/11/20 04:26,405,12/11/20 04:26,I will provide my best answers.,1.578,1.578,3.922,1,Chrome,86.0.4240.111,Windows NT 6.3,1364x768,iOS (iPhone),NA,Yes,Parents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 1 hour,NA,About half the time,1,1,NA,NA,NA,NA,Few times a month,Few times a month,Few times a week,Few times a month,Few times a month,Few times a week,Few times a week,Few times a month,Once a day,NA,Once a day,Multiple times a week,Multiple times a week,Few times a week,Few times a week,Multiple times a week,Once a day,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,App Badge,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,NA,Extremely concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,NA,NA,NA,Calendar,NA,NA,NA,NA,NA,NA,NA,NA,Always,Always,Always,When unlocked,When unlocked,When unlocked,When unlocked,When unlocked,Always,When unlocked,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,"Neither disagree, neither agree",Rather agree,Rather agree,Agree,Rather agree,1989,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manager,NA,"$10,000 to $19,999",More than 10 or All my life,2,Never Married,NA,NA,Translate,NA,Somewhat agree
18,12/11/20 05:05,12/11/20 05:12,420,12/11/20 05:12,I will provide my best answers.,1.221,1.221,2.322,1,Chrome,86.0.4240.193,Windows NT 10.0,1620x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 1 hour,NA,Always,0,8,2,1,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gmail,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat unconcerned,NA,No,NA,NA,1-2,I had an ex get jealous because he saw a text from an unknown number. He accused me of cheating when it was not the case.,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat concerned,NA,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,NA,NA,Social media,NA,E-mail,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rather disagree,Rather disagree,Disagree,Disagree,Disagree,1992,Female,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,Some college,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loan advisor,NA,"$20,000 to $29,999",More than 10 or All my life,4,Never Married,NA,"I think there was one unanswered question on one of the pages, I meant to click to answer but accidentally clicked on continue without answering.",Translate,NA,Somewhat agree
19,12/11/20 05:39,12/11/20 05:44,313,12/11/20 05:44,I will provide my best answers.,1.853,1.853,4.079,1,Chrome,86.0.4240.193,Windows NT 6.3,1366x768,Android,NA,Yes,Parents,Spouse,NA,Friends,Children older than 13,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,Always,12,10,17,23,13,good and best answer,Once a day,Few times a day,Never,Once a day,Few times a week,Few times a day,Few times a month,Few times a month,Few times a week,NA,Few times a day,Multiple times a week,Once a day,Multiple times a day,Few times a day,Few times a week,Multiple times a week,good,NA,NA,NA,NA,NA,NA,Change accessibility settings,Watch over the other person's use of the phone,Check all the applications used by the person,NA,NA,NA,NA,NA,NA,NA,NA,NA,moblie notification,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Extremely concerned,good and create,Yes,NA,Extremely concerned,6-10,no,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,good,Somwhat unconcerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat unconcerned,N/A,Completely unconcerned,Neither concerned nor unconcerned,good,Instant messaging,Social media,NA,E-mail,NA,NA,NA,NA,Travel and navigation,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly agree,Rather agree,Rather disagree,"Neither disagree, neither agree",Agree,Rather agree,1985,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,markting,NA,"$80,000 to $89,999",7,9,Married,NA,good,Translate,NA,Somewhat agree
20,12/11/20 12:25,12/11/20 12:33,437,12/11/20 12:33,I will provide my best answers.,2.912,2.912,4.262,1,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Most of the time,0,10,0,0,0,I silence it when I sleep but otherwise don't do anything about notifications,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,N/A,N/A,Never,N/A,Never,N/A,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gmail,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Completely unconcerned,It wasn't a very private message so I wouldn't be concerned about anyone seeing it,No,NA,NA,More than 20,"My notification for Blink, Amazon's camera security service, kept going off due to movement and it was distracting",NA,NA,NA,NA,NA,Other. (Please specify:),NA,The frequency of notifications was annoying,Somwhat concerned,Somwhat unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Completely unconcerned,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work alone at home with no colleagues,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1980,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,High school diploma,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other. Please specify:,NA,Self-employed,NA,NA,"$10,000 to $19,999",More than 10 or All my life,1,Never Married,NA,NA,Translate,NA,Somewhat agree
21,12/11/20 16:52,12/11/20 17:14,1335,12/11/20 17:14,I will provide my best answers.,16.36,16.36,19.558,1,Chrome,86.0.4240.183,Windows NT 10.0,1536x864,Android,NA,Yes,NA,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 5 minutes,NA,Sometimes,0,23,6,19,18,NA,Few times a day,Few times a week,Few times a day,Few times a month,Few times a week,Once a day,Few times a day,Few times a day,Once a day,PARK,Multiple times a day,Few times a week,Few times a day,Less than once a week,Multiple times a day,Once a day,Never,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Never,Always,Sometimes,Always,Never,Sometimes,Always,SNAPCHAT,Lock Screen,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat unconcerned,Extremely concerned,Extremely concerned,Somwhat concerned,Somwhat concerned,I NEED AN PRIVACY,Somwhat unconcerned,Somwhat unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Extremely concerned,Somwhat unconcerned,NA,NA,Social media,NA,NA,NA,NA,NA,Apps for work,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Rather agree,Agree,Agree,Rather agree,Agree,1985,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANAGER,NA,"$30,000 to $39,999",More than 10 or All my life,4,Married,NA,NA,Translate,NA,Somewhat agree
22,12/11/20 17:01,12/11/20 17:18,1009,12/11/20 17:18,I will provide my best answers.,22.894,22.894,24.912,1,Chrome,86.0.4240.111,Windows NT 6.3,1280x720,Android,NA,Yes,Parents,NA,Siblings,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,About half the time,5,4,8,11,6,NA,Once a day,Few times a week,Few times a week,Once a day,Once a day,Few times a week,Once a day,Few times a week,Once a day,stores,Multiple times a day,Few times a day,Once a day,Few times a day,Multiple times a day,Few times a day,Multiple times a day,NA,NA,NA,Close running applications,Clear notifications,NA,NA,NA,NA,NA,NA,NA,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Notification corner,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Neither concerned nor unconcerned,1-2,Give mind up set for some times.,I had given my phone to another person when the notification arrived.,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,nice experience,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,NA,Instant messaging,Social media,NA,E-mail,NA,Health and fitness,NA,NA,Travel and navigation,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Rather agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",Rather agree,1988,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager,NA,"$70,000 to $79,999",More than 10 or All my life,3,Married,NA,no,Translate,NA,Somewhat agree
23,12/11/20 17:20,12/11/20 17:28,440,12/11/20 17:28,I will provide my best answers.,6.371,6.371,15.991,1,Chrome,86.0.4240.75,Windows NT 6.3,1280x1024,Android,NA,Yes,Parents,Spouse,NA,NA,Children older than 13,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 15 minutes,NA,About half the time,7,5,3,6,20,NA,Few times a day,Once a day,Once a day,Few times a week,Few times a day,Once a day,Few times a day,Once a day,Once a day,NA,Multiple times a day,Few times a day,Once a day,Few times a day,Once a day,Multiple times a week,Few times a day,NONE,NA,NA,Close running applications,Clear notifications,NA,NA,Change accessibility settings,NA,Check all the applications used by the person,NA,NA,Always,Sometimes,Rarely,Sometimes,Sometimes,Always,Rarely,WHATSUP,Lock Screen,NA,NA,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,NA,Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Neither concerned nor unconcerned,6-10,I FIGH WITH MY HUSBAND,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,NONE,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,NONE,Instant messaging,Social media,NA,E-mail,Banking and payments,Health and fitness,Dating,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,1994,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALES,NA,"$60,000 to $69,999",More than 10 or All my life,5,Married,NA,NICE SURVEY,Translate,NA,Somewhat agree
